Name,Awarded By,Certification,Date,Expiration Date
AWS Solutions Architect - Associate,AWS,Seshadri%20Sugavanam%2022da5b33c18d80a288fcdc6a31c9f83d/Certifications%2022da5b33c18d819d93abc0b2b0c7c928/AWS%20Solutions%20Architect%20-%20Associate%2022da5b33c18d8192b4c8eb86fa8600a2/Seshadri_Aws.png,06/03/2023,06/03/2026
