Name,Awarded By,Certification,Date,Expiration Date
AWS Solutions Architect - Associate,AWS,"https://www.credly.com/badges/3563aebe-69fe-40c3-bc50-4b3011d07115/public_url, Seshadri%20S%2020ea5b33c18d80c6a95bf19971e59571/Certifications%2020ea5b33c18d81fe86b1e26a91a93fe6/AWS%20Solutions%20Architect%20-%20Associate%2020ea5b33c18d81a49a1eed6cfa19873c/Screenshot_from_2024-01-09_12-38-06.png",06/03/2023,06/03/2026
